tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
na,PT8804,Kiddiwinkie Schoolhouse Pte Ltd,PT,Private Operators,CC,92319572,jeslyn.goh@babilou-family.sg,"3,HARBOURFRONT PLACE,#02-01,HARBOURFRONT TOWER TWO,099254",099254,www.kiddiwinkie.edu.sg,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:30,07:00-14:00,na,No,No,Yes,Yes,6/1/2025,na
na,NT0544,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"137,JALAN BUKIT MERAH,#01-1380,160137",160137,https://www.myfirstskool.com/BM2-lifesg,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,6/1/2025,na
na,PT9682,SUNFLOWER PRESCHOOL @ WEST ROCK PTE LTD,PT,Private Operators,CC,69700240,bwr-norasikin@sunflowerkid.com,"461,BUKIT BATOK WEST AVENUE 8,MULTI STOREY CAR PARK,650461",650461,www.sunflowerkid.com,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:00-19:00,07:00-14:00,Partner Operator Scheme,No,No,Yes,Yes,6/1/2025,na
na,YM0183,MY WORLD PRESCHOOL LTD,YM,MY World Preschool Ltd,CC,69178944,bbwestquarry@myworld.org.sg,"460,BUKIT BATOK WEST AVENUE 9,#01-01,MULTI STOREY CAR PARK,650460",650460,www.myworld.org.sg,Full,Full,Full,Full,Full,Full,Full,Available,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,6/1/2025,na
na,NT0576,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"698C,JURONG WEST CENTRAL 3,#01-79,JURONG WEST BLOSSOM,643698",643698,https://www.myfirstskool.com/JWC11-lifesg,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,6/1/2025,na
na,ST0101,PCF Sparkletots Preschool @ Sembawang Central Blk 504A (CC),ST,PCF Sparkletots Preschool Limited,CC,67532301,GB.CC.504A@pcf.org.sg,"504A,MONTREAL DRIVE,#01-150,751504",751504,www.pcf.org.sg/sparkletots/,Full,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,2/1/2025,na
na,PT9389,CARPE DIEM STARLETS SPARKLE PTE. LTD.,PT,Private Operators,CC,62649366,SPARKLE@CARPEDIEM.COM.SG,"167,JALAN BUKIT MERAH,#04-15,CONNECTION ONE TOWER 4,150167",150167,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,No,6/1/2025,na
na,PT9805,MULBERRY LEARNING @ BUKIT BATOK,PT,Private Operators,CC,88544575,marianna.yong@mulberrylearning.com,"25,BUKIT BATOK STREET 22,#03-01,TEE BUILDING,659591",659591,na,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,na,na,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,6/1/2025,na
na,PT8754,First Steps Preschool @ Jurong,PT,Private Operators,CC,96421664,jurong@ourfirststeps.com.sg,"18,BOON LAY WAY,#01-131,TRADEHUB 21,609966",609966,www.ourfirststeps.com.sg,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,5/1/2025,na
na,SK0007,Skool4Kidz Preschool,SK,Skool4Kidz Pte Ltd,CC,96207659,PUNGGOLCC@SKOOL4KIDZ.COM.SG,"673A,EDGEFIELD PLAINS,#01-593,821673",821673,https://skool4kidz.com.sg/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,4/1/2025,na
na,PT9537,MAPLEBEAR JUNIORS PTE. LTD.,PT,Private Operators,CC,96616735,principal-siasportsclub@maplebear.sg,"726,UPPER CHANGI ROAD EAST,486046",486046,na,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,No,4/1/2025,na
na,RC1370,LITTLE BEEZ PLAYSKOOL,RC,Not-for-Profit Organisation,CC,67839228,enquiry@little-beez.com,"491H,TAMPINES STREET 45,#01-242,527491",527491,na,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Malay,Yes,07:00-19:00,07:00-14:00,na,No,No,Yes,No,3/1/2025,na
na,NT0527,MY FIRST SKOOL,NT,NTUC First Campus Co-Operative Ltd,CC,66349989,info@myfirstskool.com,"571,ANG MO KIO AVENUE 3,#01-3291,560571",560571,https://www.myfirstskool.com/MK7-lifesg,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,WP0736,THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,WP,Workplace,CC,62360159,lshocbc@littleskoolhouse.com,"65,CHULIA STREET,#02-02,OCBC CENTRE,049513",049513,https://www.littleskoolhouse.com/our-centres/at-ocbc-centre/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:30,na,Partner Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0163,PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 125 (CC),ST,PCF Sparkletots Preschool Limited,CC,62708485,TG.CC.125@pcf.org.sg,"125,KIM TIAN ROAD,#01-88,160125",160125,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Limited,Limited,Limited,Limited,Limited,Limited,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0036,PCF Sparkletots Preschool @ Tampines Changkat Blk 273 (CC),ST,PCF Sparkletots Preschool Limited,CC,67848001,CT.CC.273@pcf.org.sg,"273,TAMPINES STREET 22,#01-60,520273",520273,www.pcf.org.sg/sparkletots/,Available,Limited,Available,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Limited,Limited,Limited,Full,Full,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0145,PCF SPARKLETOTS PRESCHOOL @ TAMPINES CHANGKAT Blk 385 (CC),ST,PCF Sparkletots Preschool Limited,CC,67833417,CT.CC.385@pcf.org.sg,"385,TAMPINES STREET 32,#01-53,520385",520385,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Halal Food With No Beef (with Certification from MUIS),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0076,PCF Sparkletots Preschool @ Changi Simei Blk 233 (CC),ST,PCF Sparkletots Preschool Limited,CC,67884542,CH.CC.233@pcf.org.sg,"233,SIMEI STREET 4,#01-148,520233",520233,www.pcf.org.sg/sparkletots/,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0221,PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 10 (DS),ST,PCF Sparkletots Preschool Limited,DS,62972135,MM.DS.10@pcf.org.sg,"10,Gloucester Road,#01-33,210010",210010,www.pcf.org.sg/sparkletots/,Available,Limited,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0183,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 409 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,64490203,KC.EY.409@pcf.org.sg,"409,BEDOK NORTH AVENUE 2,#01-26,460409",460409,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0063,PCF SPARKLETOTS PRESCHOOL @ SIGLAP BLK 172 (CC),ST,PCF Sparkletots Preschool Limited,CC,64456272,SL.CC.172@pcf.org.sg,"172,BEDOK SOUTH ROAD,#01-417,460172",460172,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0075,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 424 (CC),ST,PCF Sparkletots Preschool Limited,CC,64492494,KC.CC.424@pcf.org.sg,"424,BEDOK NORTH AVENUE 1,#01-246,460424",460424,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Limited,Limited,Limited,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0111,PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),ST,PCF Sparkletots Preschool Limited,CC,67901850,AR.CC.275A@pcf.org.sg,"275A,JURONG WEST STREET 25,#01-127,641275",641275,www.pcf.org.sg/sparkletots/,Limited,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,PT9582,Catholic Kindergarten,PT,Private Operators,KN,96960718,contact@catholickdg.com.sg,"15,FLOWER ROAD,549404",549404,na,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,Limited,Limited,Limited,Full,Full,Full,Full,Available,Available,Available,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,Yes,07:30-15:00,na,na,No,Yes,Yes,Yes,3/1/2025,na
na,PT9418,EQ-LEARNERS EDUCARE PTE LTD,PT,Private Operators,CC,67640010,Kescckkg@kinderland.com.sg,"475,CHOA CHU KANG AVENUE 3,#02-15,SUNSHINE PLACE,680475",680475,na,Full,Full,Full,Full,Full,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Available,Available,Available,Available,Available,Available,Full,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Full,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Partner Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,ST0003,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184 (CC),ST,PCF Sparkletots Preschool Limited,CC,62429044,FS.CC.184@pcf.org.sg,"184,BEDOK NORTH ROAD,#01-01,460184",460184,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,07:00-14:00,Anchor Operator Scheme,No,No,Yes,Yes,3/1/2025,na
na,PT9162,MULBERRY LEARNING CENTRE @ TOA PAYOH PTE. LTD.,PT,Private Operators,CC,80567001,principal.tpy@mulberrylearning.com,"1,LORONG 2 TOA PAYOH,#01BRADDELL HOUSE,319637",319637,na,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,Limited,Limited,Full,Full,Full,Full,Full,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese,No,07:00-19:00,07:00-14:00,na,No,No,Yes,Yes,3/1/2025,na
na,ST0355,PCF Sparkletots Preschool @ Nee Soon Central Blk 737 (DS),ST,PCF Sparkletots Preschool Limited,DS,67537558,zhen.song@pcf.org.sg,"737,Yishun Street 72,#01-99,760737",760737,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,Available,Available,Available,Available,Available,Full,Full,na,Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2/1/2025,na
na,ST0007,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC),ST,PCF Sparkletots Preschool Limited,CC,62426012,KC.CC.131@pcf.org.sg,"131,BEDOK NORTH AVENUE 3,#01-118,460131",460131,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (from Non-Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2/1/2025,na
